Pod	FriendlyName	Catalog	BankIdentifier	Name
29	Nutmeg State Financial Credit Union	AlkamiNutmegStateFCU	d0dcff30-5618-40dc-9570-76ad416a16cb	Nutmeg State Financial Credit Union
29	Regional Missouri Bank	AlkamiRegionalMissouriBank	88d3c634-139b-409f-8ad1-a73f519d25f6	RegionalMissouriBank
29	REV Federal Credit Union	AlkamiRevFCU	4d155e63-0589-4792-8e7c-c558ca685ba6	REV
29	Tennessee Valley Federal Credit Union	AlkamiTennesseeValleyFCU	8fc50c21-e79f-49db-890f-30bddf8e6380	TVFCU
29	Towpath Credit Union	AlkamiTowpathCU	fcf71bb5-78b3-41c3-ac37-6ad54b46be97	Towpath Credit Union
29	Vicinity Credit Union	AlkamiUnitedCU	25b7bfaf-9f34-45ba-b362-3bbdaf39c457	Vicinity Credit Union
30	AdelFi Credit Union	AlkamiAdelFiCU	5335f32f-0e4e-4851-95d7-278a7a4dec33	AdelFi
30	American First Credit Union	AlkamiAmericanFirstCU	b1c4e147-4fe5-4693-84d5-80d02560b4f2	American First Credit Union
30	Canvas Credit Union	AlkamiCanvasCU	78126bef-c749-4b26-bf9b-e20fb29be5c7	Canvas Credit Union
30	Clearwater Credit Union	AlkamiClearwaterCU	70abb6d6-fe13-48e5-9640-9f4ab59234b8	Clearwater Credit Union
30	Credit Union of Denver	AlkamiCUofDenver	e92c1941-0b23-4162-a3e8-eb579d3a844c	Credit Union of Denver
30	Elevations Credit Union	AlkamiElevationsCU	e3896c7c-3ca0-4728-8b38-9682fa64c082	Elevations Credit Union
30	Intrepid (Helena Community) Credit Union	AlkamiIntrepidCU	0bda08b4-067c-406d-b55f-7a708862b6c6	Intrepid Credit Union
30	Pearl Hawaii Federal Credit Union	AlkamiPearlHawaiiFCU	1777997a-9e9b-46db-82e0-bede312e8410	Pearl Hawaii
30	Sound Community Bank	AlkamiSoundCommBank	dc1a362d-3bc3-4c97-9f6e-eeeb2665e5d2	Sound Community Bank
30	Ventura County Credit Union	AlkamiVenturaCountyCU	bf69c136-f7f5-4ad3-b47b-7681fbc90c13	Ventura County Credit Union
31	Arsenal Credit Union	AlkamiArsenalCU	7558caf2-ce1d-4a9b-a71c-80497ea22f6c	Arsenal Credit Union
31	Atomic Credit Union	AlkamiAtomicCU	59d2ee7d-1474-4086-9e93-73b1125181cb	Atomic Credit Union
31	First Fidelity Bank	AlkamiFirstFidelityBank	0efcb03e-907a-4c6f-a6e5-d6f8854eacdc	First Fidelity Bank
31	First New York Federal Credit Union	AlkamiFirstNewYorkFCU	7b45833e-a89e-420e-8f47-3cc2711b2186	First New York FCU
31	Ih Credit Union, Inc.	AlkamiIHCU	2260efa0-5037-4f79-9b52-76b7367aa952	IHCU
31	Inova Federal Credit Union	AlkamiInovaFCU	75d1f116-c767-44ad-86ff-00aeeea30ec8	INOVA Federal
31	Kemba Credit Union	AlkamiKembaCU	9af19236-13fe-4bad-b506-50d725c81aa9	Kemba Credit Union
31	Market USA Federal Credit Union	AlkamiMarketUSAFCU	32fc9c03-e0d5-495d-a285-9841ea110dc7	Market USA FCU
31	Merck Employees Federal Credit Union	AlkamiMerckEmployeesFCU	12c1f7ba-9d44-41c2-a3f1-e2c3d0e0d88e	Merck Employees FCU
31	Premier Bank	AlkamiPremierBank	731018d3-96ae-469f-a267-f27c4dca0ffe	Premier Bank
31	Tinker Federal Credit Union	AlkamiTinkerFCU	7bc7647b-99c0-4325-99e0-46140b142421	Tinker Federal Credit Union
31.1	First Federal Bank of Louisiana	AlkamiFFBLouisiana	179dc3a3-f767-4f16-9e26-f24a6c12fcf2	First Federal Bank of Louisiana
31.2	Tower Federal Credit Union	AlkamiTowerFCU	ea8e5e92-5b96-4d5a-945c-3b38e3fa062d	Tower Federal Credit Union
32	Civic Federal	AlkamiCivic	5e5302a6-922b-4429-b86a-263a83a9a490	Civic Federal Credit Union
5	First Tech Federal Credit Union	AlkamiFirstTech	c55ede7a-29e1-43b6-abc2-aeca0993e5af	First Tech Federal Credit Union
50	BankCherokee	AlkamiBankCherokee	fca117c3-2a4d-4ccd-9b2f-638abe84ee9f	BankCherokee
50	Clear Mountain Bank	AlkamiClearMountainBank	df76c722-2c6a-4a8e-87f9-bc968c76d994	ClearMountainBank
50	National Exchange Bank and Trust	AlkamiNationalExchangeBT	e4c70878-a797-48e9-b9d9-abf4cc0483d2	National Exchange Bank & Trust
50	Polish & Slavic Federal Credit Union	AlkamiPolishSlavicFCU	2bcb4ffb-f3f4-46c3-814c-0156b462bb93	Polish & Slavic FCU
50.1	American Eagle Financial Credit Union	AlkamiAmericanEagleFCU	c9748ddc-9158-4a8a-b546-cc3444977c3e	AmericanEagleFCU
50.1	Capital Credit Union	AlkamiCapitalCU	1e8e6481-93c4-4e8e-8e49-c6e09b646f53	Capital Credit Union
50.1	Colony Bank	AlkamiColonyBank	866e0290-4bb4-4374-b8a7-99292dc3dbaf	Colony Bank
50.1	Community Bank of Mississippi	AlkamiCommunityBankofMississippi	1156d7e0-8a6b-497d-aeed-bb56fe29613a	Community Bank
50.2	Educational Systems Federal Credit Union	AlkamiEducationalSystemsFCU	3c080f01-69e1-45c4-9d26-de7dc2d13c96	EducationalSystemsFCU
50.2	GreyLock FCU	AlkamiGreylockFCU	e244ad25-52df-4f1d-ac93-e1daf7cb44f0	GreylockFCU
50.2	Lone Star National Bank	AlkamiLoneStarNationalBank	984ab469-3e21-4e82-9335-fb81275255fc	Lone Star National Bank
50.2	Metro Credit Union (MO)	AlkamiMetroCreditUnion	b8cb99df-f767-4a2a-8b84-9b8516b9824a	MetroCreditUnion
50.2	NiagarasChoiceFCU	AlkamiNiagarasChoiceFCU	6c8a925a-6032-47de-a646-b81c24f45fb5	NiagarasChoiceFCU
50.2	Service Credit Union	AlkamiServiceCU	4966a3e3-93d6-490c-922a-8404c21f9ffb	Service Credit Union
50.2	Tri City National Bank	AlkamiTriCityNationalBank	c8e9abe7-1b95-4b71-bddb-8fb1c1fee7c4	TriCityNationalBank
50.3	AVB Bank	AlkamiAVBBank	8da1cfa5-13c8-42bc-98c2-98dfa5803247	AVB Bank
50.3	Bristol County Savings Bank	AlkamiBristolCountySavingsBank	0bf68ced-dcb4-4a64-bdf4-8d4c05952566	Bristol County Savings Bank
50.3	First Federal Savings Bank	AlkamiFirstFederalSavingsBank	cb27a21b-3411-4624-941c-8ae80f75b3ec	FirstFederalSavingsBank
50.3	Ohio Health Care CU	AlkamiOhioHealthcareCU	b5c3e1ac-2d25-4efa-a9b0-ca36f041b00d	Ohio Healthcare FCU
50.3	State Bank of Texas	AlkamiStateBankofTexas	1f74a91e-f5cf-4b0f-9704-528cafdc9a54	StateBankofTexas
50.4	Honor Credit Union	AlkamiHonorCU	ca35206d-be04-4d64-9666-18310b079c92	Honor Credit Union
50.4	Tradition Capital Bank	AlkamiTraditionCapitalBank	ffa43263-218d-4130-a078-f81729b45197	Tradition Capital Bank
50.5	Bridgewater Bank	AlkamiBridgewaterBank	9fbf4b9b-a85e-472c-a429-857913543af5	Bridgewater Bank
50.5	Cape Cod Co-Operative Bank	AlkamiCapeCodCoOp	604f85c7-4a9a-4d64-93f0-208ac487f300	CapeCodCoOp
50.5	First Mid Bank & Trust National Association	AlkamiFirstMidBankTrust	b83d41c5-c92c-4dd1-aea6-be7a6300e9ae	First Mid Bank & Trust
50.5	Kennebunk Savings Bank	AlkamiKennebunkSavingsBank	cf14fd9e-2b21-465c-ba19-5157b5387a49	KennebunkSavingsBank
50.5	Passumpsic Savings Bank	AlkamiPassumpsicSavingsBank	355a7c3d-bb56-4760-b9d1-f2db67599225	Passumpsic Bank
50.5	Unity One CU	AlkamiUnityOneCU	8a804a62-09f5-4eaa-9c66-9f4121a99c1c	Unity One Credit Union
6	Georgia's Own Credit Union	AlkamiGOCU	984a5acc-4034-49ea-9921-e4e87b4645af	Georgia's Own Credit Union
6.1	Achieve Financial Credit Union	AlkamiAchieveFinancial	bbffab76-0341-4b05-afe3-591250b80b2d	Achieve Financial Credit Union
6.1	Alabama State Employees Credit Union	AlkamiAlabamaState	074da4ca-95ca-4497-8161-0c1489e6660f	ASE Credit Union
6.1	Brazos Valley Schools Credit Union	AlkamiBrazosValleySchools	5a85bc3d-da39-4894-b989-195d4fd515d7	Brazos Valley Schools Credit Union
6.1	Copper State Credit Union	AlkamiCanyon	cde8aa52-d690-4ea3-9bf7-a3517a6cc81e	Copper State Credit Union
6.1	Class Act Federal Credit Union	AlkamiClassActFCU	a40ebb07-2b3a-4f77-9ca4-d4b2ea594a3c	Class Act Federal Credit Union
6.1	Fairmont Federal Credit Union	AlkamiFairmont	8b01545e-b235-42e4-9bea-710608825913	Fairmont FCU
6.1	HealthCare Associates Credit Union	AlkamiHealthcareAssociates	50e2a661-0dee-42f8-bbf3-1445bc578198	HealthCare Associates Credit Union
6.1	Valley Strong Credit Union	AlkamiKernSchools	e6a281b4-b518-40e7-b525-1d6f25bd5d0f	Valley Strong
6.1	My Community Credit Union	AlkamiMyCommunityCU	83ae0ab5-487e-46e9-8af1-0d65c249b646	My Community Credit Union
6.1	Priority One Credit Union	AlkamiPriorityOneCU	6dc06bb8-94bd-4618-bab6-3a532a8f12f7	Priority One Credit Union
6.1	Sandia Laboratory Federal Credit Union	AlkamiSandiaLabs	bf1d7163-5804-4561-b598-0bdf129a738b	Sunward
6.1	South Carolina National Guard Federal Credit Union	AlkamiSCNG	2460cc0a-dbc5-4c87-bd21-f09e2ff4fb5b	SCNG FCU
6.1	St. Cloud Credit Union	AlkamiStCloudCU	693db784-aa67-47db-a1ee-12d5e5f785d3	St. Cloud Financial Credit Union
7	Campus Federal Credit Union	AlkamiCampus	61cbc8ba-d6a9-45e1-95a4-552810998aaf	Campus Federal Credit Union
7	Capital Educators Federal Credit Union	AlkamiCaped	c099a12a-21c7-4b88-a1b6-912db0aab7ba	CapEd Credit Union
7	Catholic Vantage Financial Federal Credit Union	AlkamiCatholicVantageFCU	c2624d8a-e83e-4f32-a394-fb95ddbe856f	CVF Credit Union
7	Credit Union West	AlkamiCreditUnionWest	cbbd1811-94ad-45cd-b2c7-1d1e4bd8eeb0	Credit Union West
7	First Florida Credit Union	AlkamiFirstFloridaCU	947e372c-f96c-4bf6-a9df-a4cc2474cfc4	First Florida Credit Union
7	I-C Federal Credit Union	AlkamiICFCU	13ee40bb-cd63-4e91-acc5-d529b0787ed1	IC Credit Union
7	Jeanne D'Arc Credit Union	AlkamiJDCU	374de16e-f621-49be-8447-c74eeb28c192	Jeanne D'Arc Credit Union
7	LGE Community Credit Union	AlkamiLGE	660fcd0f-186f-4a5a-9514-de832540222c	LGE Community Credit Union
7	Members Choice Credit Union (TX)	AlkamiMembersChoiceCU	52c5db88-904a-43b1-a3a7-efef2fa9da77	Members Choice Credit Union
7	North Dallas Bank & Trust Co.	AlkamiNorthDallasBankTrustCo	306c1069-a8b5-4ef5-8daf-34201de83b9a	NDBT
7	Frontwave Credit Union	AlkamiPacificMarine	27b25a17-1e5b-456e-b084-bd37fd9da474	Frontwave
7	My Credit Union	AlkamiRichfieldBloomington	8610350a-975b-4d3a-adb7-f920dfa99917	My Credit Union
7	US Community Credit Union	AlkamiUSCommunityCU	8a1c1725-615c-4a9c-8541-8432365b10c3	US Community CU
7	Water And Power Community Credit Union	AlkamiWaterandPowerCCU	f154a802-bb3f-4c79-9205-0053f38d53af	Water and Power CCU
7.3	Educators Credit Union	AlkamiEducators	6b23fb8c-2a10-4586-84b0-91d217fd5f42	Educators CU
70	Aerospace Federal Credit Union	AlkamiAerospaceFCU	76c172c1-d38c-4dd4-af01-1fbdbb58fc2d	AerospaceFCU
70.1	Technology Credit Union	AlkamiTechnologyCU	3d3f4552-8712-4f9d-9196-41bedd4605e5	Tech CU
8	Altura Credit Union	AlkamiAltura	2df79707-7446-45a1-8848-91ad5c2f64b6	Altura Credit Union
8	Belco Community Credit Union	AlkamiBelco	5b0ae0c6-2b79-458d-951a-245fd0a16ebb	Belco Community Credit Union
8	Democracy Federal Credit Union	AlkamiDemocracy	97dab0ef-86c5-4ecb-905a-33fdf0713eee	Democracy Federal Credit Union
8	Family Trust Federal Credit Union	AlkamiFamilyTrustFCU	1eaab18b-aaa8-4dd4-b6a3-498b6eb46bbe	Family Trust
8	Lehigh Valley Educators Credit Union	AlkamiLehighValley	460b7a46-e596-4a5a-a5a0-5cc2ad389809	Lehigh Valley Educators Credit Union
8	Prime Financial Credit Union	AlkamiPrimeFinancial	3df7b2a4-7fb3-494d-ad38-297d94af8df4	Prime Financial Credit Union
8	Rocky Mountain Law Enforcement Federal Credit Union	AlkamiRockyMountainLaw	4ae6291e-dfb1-456a-90e4-163a52349dee	Affidian Credit Union
8	Sandia Area Federal Credit Union	AlkamiSandia	78de97e5-d7d9-4a87-9329-7a454bf8b33b	Sandia Area
8	SF Fire Credit Union	AlkamiSanFranciscoFire	f5bcaa07-38dc-4d8d-acb8-62307a0a599c	SF Fire Credit Union
8	Smart Financial Credit Union	AlkamiSmartFinancial	31468f71-513a-4847-a330-5022647ea2c0	Smart Financial Credit Union
8	Veridian Credit Union	AlkamiVeridian	3beed21b-855d-4119-a5d4-594df25160d9	Veridian Credit Union
8	We Florida Financial Credit Union	AlkamiWeFloridaFinancial	d9b3d3c0-1445-4f52-b22d-fb1cca4421a1	We Florida Financial
9	Desert Financial Credit Union	AlkamiDesertSchools	ea7ecde6-a469-4cff-bab1-440a4b7bbbf3	Desert Financial Credit Union
